time,x,y,yaw_deg,vel_lin,vel_ang
1.0464,-0.299064,0.057168,-83.3337,0.0,1.4e-05
1.0964,-0.299064,0.057168,-83.3337,0.0,2e-06
1.1445,-0.299064,0.057168,-83.3337,0.0,1e-05
1.1923,-0.299064,0.057168,-83.3337,0.0,-1e-06
1.2432,-0.299064,0.057168,-83.3337,0.0,0.0
1.3134,-0.299064,0.057168,-83.3337,0.0,-1e-06
1.3416,-0.299064,0.057168,-83.3337,0.0,0.0
1.3907,-0.299064,0.057168,-83.3337,0.0,-1e-06
1.4415,-0.299064,0.057168,-83.3337,0.0,-1e-06
1.4869,-0.299064,0.057168,-83.3337,-0.0,-4e-06
1.5373,-0.299064,0.057168,-83.3337,0.0,2e-06
1.5861,-0.299064,0.057168,-83.3337,0.0,4e-06
1.6367,-0.299064,0.057168,-83.3337,0.0,4e-06
1.6856,-0.299064,0.057168,-83.3337,0.0,0.0
1.7417,-0.299064,0.057168,-83.3337,0.0,5e-06
1.7905,-0.299064,0.057168,-83.3337,0.0,3e-06
1.8413,-0.299064,0.057168,-83.3336,0.0,1e-05
1.8891,-0.299064,0.057168,-83.3336,0.0,5e-06
1.9366,-0.299064,0.057168,-83.3336,0.0,5e-06
1.9874,-0.299064,0.057168,-83.3336,0.0,0.0
2.0373,-0.299064,0.057168,-83.3336,0.0,6e-06
2.086,-0.299064,0.057168,-83.3336,0.0,0.0
2.1429,-0.299064,0.057168,-83.3336,0.0,0.0
2.1899,-0.299064,0.057168,-83.3336,0.0,0.0
2.2402,-0.299064,0.057168,-83.3336,0.0,1e-06
2.2867,-0.299064,0.057168,-83.3336,0.0,1e-06
2.3375,-0.299064,0.057168,-83.3336,0.0,1e-06
2.3862,-0.299064,0.057168,-83.3336,0.0,4e-06
2.437,-0.299064,0.057168,-83.3336,0.0,-1e-06
2.4858,-0.299064,0.057168,-83.3336,0.0,6e-06
2.5415,-0.299064,0.057168,-83.3336,0.0,0.0
2.5907,-0.299064,0.057168,-83.3335,0.0,1.3e-05
