detection,pixels,snapshot,time
285,815,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_285.png,1775528546
291,815,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_291.png,1775528547
300,815,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_300.png,1775528549
311,815,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_311.png,1775528551
325,817,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_325.png,1775528554
330,820,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_330.png,1775528555
315,823,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_315.png,1775528552
289,825,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_289.png,1775528547
313,825,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_313.png,1775528551
310,826,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_310.png,1775528551
62,834,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_62.png,1775528437
240,849,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_240.png,1775528537
58,853,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_58.png,1775528436
57,860,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_57.png,1775528436
68,866,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_68.png,1775528438
69,867,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_69.png,1775528438
59,871,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_59.png,1775528436
63,876,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_63.png,1775528437
70,878,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_70.png,1775528439
71,879,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_71.png,1775528439
61,887,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_61.png,1775528437
67,887,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_67.png,1775528438
74,888,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_74.png,1775528439
55,895,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_55.png,1775528436
73,902,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_73.png,1775528439
53,903,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_53.png,1775528435
