time,x,y,yaw_deg,vel_lin,vel_ang
0.5877,1e-05,-1.2e-05,0.0068,0.0,-0.0
0.6389,1e-05,-1.2e-05,0.0068,0.0,-0.0
0.6789,1e-05,-1.2e-05,0.0068,0.0,-0.0
0.733,1e-05,-1.2e-05,0.0068,0.0,-0.0
0.7831,1e-05,-1.2e-05,0.0068,0.0,-0.0
0.8261,1e-05,-1.2e-05,0.0068,0.0,-0.0
0.8783,1e-05,-1.2e-05,0.0068,0.0,-0.0
0.9288,1e-05,-1.2e-05,0.0068,0.0,-0.0
0.9788,1e-05,-1.2e-05,0.0068,0.0,-0.0
1.0339,1e-05,-1.2e-05,0.0068,0.0,-0.0
1.0838,1e-05,-1.2e-05,0.0068,0.0,-0.0
1.1307,1e-05,-1.2e-05,0.0068,0.0,-0.0
1.1836,1e-05,-1.2e-05,0.0068,0.0,-0.0
1.2347,1e-05,-1.2e-05,0.0068,0.0,-0.0
1.2873,1e-05,-1.2e-05,0.0068,0.0,-0.0
1.3345,1e-05,-1.2e-05,0.0068,0.0,-0.0
1.3782,1.3e-05,-1.5e-05,0.0083,3.9e-05,0.000449
1.4259,1.3e-05,-1.5e-05,0.0084,2e-06,2.4e-05
1.4742,1.3e-05,-1.5e-05,0.0084,1e-06,9e-06
1.5238,1.3e-05,-1.5e-05,0.0086,3e-06,3.9e-05
1.5747,1.3e-05,-1.5e-05,0.0086,0.0,0.0
1.6247,1.3e-05,-1.5e-05,0.0086,0.0,0.0
1.6783,1.3e-05,-1.5e-05,0.0086,0.0,0.0
1.7267,1.3e-05,-1.5e-05,0.0086,0.0,0.0
1.7765,1.3e-05,-1.5e-05,0.0086,0.0,0.0
1.8233,1.3e-05,-1.5e-05,0.0086,0.0,0.0
1.8732,1.4e-05,-1.6e-05,0.009,1.4e-05,0.000167
1.9237,1.4e-05,-1.6e-05,0.009,0.0,-0.0
1.9734,1.4e-05,-1.6e-05,0.0091,3e-06,3.4e-05
2.0236,1.4e-05,-1.6e-05,0.0091,0.0,0.0
2.078,1.4e-05,-1.6e-05,0.0092,3e-06,3.8e-05
2.1302,1.4e-05,-1.6e-05,0.0093,3e-06,3.7e-05
2.1743,1.4e-05,-1.6e-05,0.0093,0.0,-0.0
2.2241,1.4e-05,-1.7e-05,0.0094,2e-06,2.4e-05
2.273,1.4e-05,-1.7e-05,0.0095,3e-06,3.5e-05
2.3231,1.4e-05,-1.7e-05,0.0095,0.0,-0.0
2.3732,1.4e-05,-1.7e-05,0.0096,3e-06,3.3e-05
2.4238,1.4e-05,-1.7e-05,0.0096,0.0,-0.0
2.4793,1.5e-05,-1.7e-05,0.0097,3e-06,3.3e-05
2.5265,1.5e-05,-1.7e-05,0.0098,3e-06,2.9e-05
2.5755,1.5e-05,-1.7e-05,0.0098,2e-06,2.3e-05
2.624,1.5e-05,-1.7e-05,0.0099,2e-06,2.5e-05
2.7328,1.5e-05,-1.8e-05,0.01,2e-06,2.4e-05
2.7335,1.5e-05,-1.8e-05,0.01,1e-06,1.7e-05
2.773,1.5e-05,-1.8e-05,0.0101,2e-06,1.9e-05
2.8237,1.5e-05,-1.8e-05,0.0101,1e-06,1.4e-05
2.8778,1.5e-05,-1.8e-05,0.0102,3e-06,3.5e-05
2.9299,1.5e-05,-1.8e-05,0.0103,2e-06,2.5e-05
2.9742,1.6e-05,-1.8e-05,0.0103,1e-06,8e-06
3.0256,1.6e-05,-1.8e-05,0.0104,3e-06,3.7e-05
3.0734,1.6e-05,-1.8e-05,0.0105,2e-06,2.4e-05
3.123,1.6e-05,-1.9e-05,0.0105,1e-06,1.7e-05
3.1734,1.6e-05,-1.9e-05,0.0105,2e-06,2e-05
3.2239,1.6e-05,-1.9e-05,0.0106,1e-06,1.5e-05
3.2773,1.6e-05,-1.9e-05,0.0107,3e-06,3.6e-05
3.3331,1.6e-05,-1.9e-05,0.0107,1e-06,1.7e-05
3.3767,1.6e-05,-1.9e-05,0.0108,2e-06,2.4e-05
3.4247,1.6e-05,-1.9e-05,0.0109,2e-06,2.4e-05
3.4731,1.7e-05,-1.9e-05,0.0109,2e-06,2.4e-05
3.5231,1.7e-05,-1.9e-05,0.011,1e-06,1.2e-05
3.5829,1.7e-05,-1.9e-05,0.011,2e-06,2.4e-05
3.6243,1.7e-05,-2e-05,0.0111,2e-06,2.4e-05
3.6775,1.7e-05,-2e-05,0.0112,2e-06,2.4e-05
3.7277,1.7e-05,-2e-05,0.0112,1e-06,1.6e-05
3.7775,1.7e-05,-2e-05,0.0113,2e-06,2.4e-05
3.8251,1.7e-05,-2e-05,0.0114,2e-06,2.4e-05
3.873,1.7e-05,-2e-05,0.0114,0.0,-0.0
3.924,1.7e-05,-2e-05,0.0114,0.0,-0.0
3.9727,1.7e-05,-2e-05,0.0114,0.0,-0.0
4.0238,1.7e-05,-2e-05,0.0114,0.0,-0.0
4.0784,1.7e-05,-2e-05,0.0114,0.0,-0.0
4.127,1.7e-05,-2e-05,0.0114,0.0,-0.0
4.1763,1.8e-05,-2.1e-05,0.0117,1.4e-05,0.000165
4.227,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.2734,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.3234,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.3747,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.4244,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.4777,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.5298,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.5748,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.6247,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.6749,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.7246,1.8e-05,-2.1e-05,0.0117,0.0,0.0
4.7748,1.9e-05,-2.2e-05,0.0125,2.2e-05,0.00025
4.8252,1.9e-05,-2.2e-05,0.0125,0.0,0.0
4.878,1.9e-05,-2.2e-05,0.0126,3e-06,3.3e-05
4.9273,1.9e-05,-2.2e-05,0.0126,1e-06,1.3e-05
4.9781,1.9e-05,-2.2e-05,0.0127,3e-06,3.3e-05
5.0248,1.9e-05,-2.3e-05,0.0128,1e-06,1.5e-05
5.0741,1.9e-05,-2.3e-05,0.0128,1e-06,1.4e-05
5.123,2e-05,-2.3e-05,0.0129,3e-06,3.3e-05
5.173,2e-05,-2.3e-05,0.013,2e-06,2.3e-05
5.2238,2e-05,-2.3e-05,0.013,2e-06,1.7e-05
5.2785,2e-05,-2.3e-05,0.0131,2e-06,1.9e-05
5.3284,2e-05,-2.3e-05,0.0132,2e-06,2.4e-05
5.3758,2e-05,-2.3e-05,0.0132,2e-06,2.4e-05
5.4264,2e-05,-2.3e-05,0.0133,2e-06,2e-05
5.4729,2e-05,-2.4e-05,0.0133,1e-06,9e-06
5.5237,2e-05,-2.4e-05,0.0134,3e-06,3.3e-05
5.5731,2e-05,-2.4e-05,0.0135,1e-06,1.6e-05
5.6241,2e-05,-2.4e-05,0.0135,0.0,-0.0
5.6786,2e-05,-2.4e-05,0.0136,3e-06,3.3e-05
5.7293,2.1e-05,-2.4e-05,0.0137,3e-06,3.6e-05
5.7766,2.1e-05,-2.4e-05,0.0137,0.0,-0.0
5.824,2.1e-05,-2.4e-05,0.0138,2e-06,2.7e-05
5.8726,2.1e-05,-2.4e-05,0.0139,3e-06,3.7e-05
5.9225,2.1e-05,-2.4e-05,0.0139,0.0,0.0
5.9733,2.1e-05,-2.5e-05,0.014,3e-06,3.4e-05
6.0235,2.1e-05,-2.5e-05,0.014,0.0,0.0
6.0782,2.1e-05,-2.5e-05,0.0141,3e-06,3.3e-05
6.128,2.1e-05,-2.5e-05,0.0142,2e-06,2.8e-05
6.1742,2.1e-05,-2.5e-05,0.0142,0.0,-0.0
6.2247,2.2e-05,-2.5e-05,0.0143,3e-06,3.9e-05
6.2736,2.2e-05,-2.5e-05,0.0144,2e-06,2.5e-05
