time,x,y,yaw_deg,vel_lin,vel_ang
1.4669,2.4e-05,-2.8e-05,0.0158,4e-06,4.8e-05
1.5158,2.4e-05,-2.8e-05,0.0158,0.0,0.0
1.5666,2.4e-05,-2.8e-05,0.0158,0.0,0.0
1.616,2.4e-05,-2.8e-05,0.0158,0.0,0.0
1.6696,2.4e-05,-2.8e-05,0.0158,0.0,0.0
1.7199,2.4e-05,-2.8e-05,0.0158,0.0,0.0
1.771,2.4e-05,-2.8e-05,0.0158,0.0,0.0
1.8168,2.4e-05,-2.8e-05,0.0158,0.0,0.0
1.866,2.4e-05,-2.8e-05,0.0158,0.0,0.0
1.9173,2.6e-05,-3e-05,0.0172,5.1e-05,0.000589
1.9662,2.6e-05,-3e-05,0.0172,0.0,0.0
2.0166,2.6e-05,-3e-05,0.0172,0.0,0.0
2.0713,2.6e-05,-3e-05,0.0172,0.0,0.0
2.1215,2.6e-05,-3e-05,0.0172,0.0,0.0
2.1685,2.6e-05,-3e-05,0.0172,0.0,0.0
2.218,2.6e-05,-3e-05,0.0172,0.0,0.0
2.2678,2.6e-05,-3e-05,0.0172,0.0,0.0
2.3168,2.6e-05,-3e-05,0.0172,0.0,0.0
2.3675,2.6e-05,-3e-05,0.0172,0.0,0.0
2.4175,2.6e-05,-3e-05,0.0172,0.0,0.0
2.4726,2.6e-05,-3e-05,0.0172,0.0,0.0
2.5213,2.6e-05,-3e-05,0.0172,0.0,0.0
2.5696,2.6e-05,-3e-05,0.0172,0.0,0.0
2.6174,2.6e-05,-3e-05,0.0172,0.0,0.0
2.6693,2.6e-05,-3e-05,0.0172,0.0,0.0
2.7197,2.6e-05,-3e-05,0.0172,0.0,0.0
2.7727,3e-05,-3.5e-05,0.0199,7.7e-05,0.000896
2.8228,3e-05,-3.5e-05,0.02,3e-06,4e-05
2.8719,3e-05,-3.6e-05,0.0202,5e-06,5.4e-05
2.9211,3.1e-05,-3.6e-05,0.0203,3e-06,3.3e-05
2.9714,3.1e-05,-3.6e-05,0.0205,8e-06,8.8e-05
3.0188,3.1e-05,-3.6e-05,0.0205,0.0,0.0
3.0661,3.1e-05,-3.6e-05,0.0205,0.0,0.0
3.1161,3.1e-05,-3.6e-05,0.0205,0.0,0.0
3.1662,3.1e-05,-3.6e-05,0.0205,0.0,0.0
3.216,3.1e-05,-3.6e-05,0.0205,0.0,0.0
3.2789,3.1e-05,-3.6e-05,0.0205,0.0,0.0
3.3404,3.3e-05,-3.8e-05,0.0216,3.6e-05,0.000424
3.3977,3.3e-05,-3.8e-05,0.0216,0.0,0.0
3.4156,3.3e-05,-3.9e-05,0.0219,6e-06,6.5e-05
3.4829,3.3e-05,-3.9e-05,0.0221,8e-06,9.4e-05
3.5265,3.3e-05,-3.9e-05,0.0221,0.0,0.0
3.577,3.4e-05,-3.9e-05,0.0223,7e-06,8.6e-05
3.6248,3.4e-05,-3.9e-05,0.0223,0.0,0.0
3.6838,3.4e-05,-4e-05,0.0226,7e-06,8.4e-05
3.7365,3.4e-05,-4e-05,0.0229,9e-06,0.0001
3.7807,3.4e-05,-4e-05,0.0229,0.0,-0.0
3.8319,3.5e-05,-4.1e-05,0.0231,7e-06,8.3e-05
3.8736,3.5e-05,-4.1e-05,0.0233,8e-06,9.4e-05
3.9197,3.5e-05,-4.1e-05,0.0233,0.0,0.0
3.9674,3.6e-05,-4.2e-05,0.0236,7e-06,8.6e-05
4.0245,3.6e-05,-4.2e-05,0.0237,3e-06,3.4e-05
4.0764,3.6e-05,-4.2e-05,0.0239,8e-06,9e-05
4.1294,3.6e-05,-4.2e-05,0.0241,5e-06,5.8e-05
4.1683,3.6e-05,-4.3e-05,0.0242,3e-06,3.9e-05
4.2166,3.4e-05,-4e-05,0.0229,-4.1e-05,-0.000474
4.2672,3.6e-05,-4.3e-05,0.0242,2.9e-05,0.000331
4.316,3.4e-05,-4e-05,0.0224,-6.3e-05,-0.000729
4.3658,3.4e-05,-3.9e-05,0.0224,-1e-06,-1.2e-05
4.4165,3.9e-05,-4.5e-05,0.0255,9.3e-05,0.001079
4.4724,3.4e-05,-3.9e-05,0.0222,-0.000105,-0.00121
4.5199,3.9e-05,-4.6e-05,0.0259,0.000111,0.001286
4.569,4.1e-05,-4.8e-05,0.0272,4.8e-05,0.000548
4.6194,4.1e-05,-4.8e-05,0.0272,1e-06,8e-06
4.6666,0.0002,-5.5e-05,0.0651,0.003165,0.013215
4.7169,0.002941,9.8e-05,0.1604,0.06671,0.040659
4.766,0.00861,9.6e-05,0.1826,0.111457,0.007684
4.8159,0.016512,-4.8e-05,0.2327,0.161272,0.017607
4.8743,0.026691,0.000245,0.3644,0.205727,0.046495
4.9204,0.036751,0.00044,0.4911,0.201873,0.0443
4.9697,0.048292,0.000888,0.6635,0.191364,0.049944
5.0174,0.053804,0.000955,0.6689,0.177069,0.00302
5.0685,0.066681,0.001112,0.5894,0.188244,-0.020263
5.1158,0.074611,0.001032,0.5446,0.194291,-0.019166
5.1664,0.084599,0.001262,0.4519,0.199006,-0.032147
5.2159,0.094375,0.001208,0.4519,0.196263,-0.0
5.271,0.104269,0.001228,0.3896,0.197294,-0.021696
5.3212,0.114041,0.001252,0.2411,0.195882,-0.051971
5.3694,0.125857,0.001156,0.2411,0.199134,-0.0
5.4178,0.131825,0.001108,0.2411,0.182788,-0.0
5.467,0.145929,0.000977,0.1317,0.206678,-0.028006
5.5156,0.153882,0.000887,0.1085,0.195177,-0.010015
5.5664,0.164086,0.000748,0.0988,0.211266,-0.003483
5.6161,0.174217,0.000616,0.1261,0.203119,0.009524
5.6719,0.184336,0.000586,0.1261,0.200439,-0.0
5.7196,0.194222,0.000445,0.1261,0.199566,-0.0
5.7715,0.202322,0.00029,0.0865,0.194417,-0.016612
5.8171,0.216459,2.8e-05,0.0865,0.206052,0.0
5.8669,0.226533,5.2e-05,0.0097,0.197274,-0.026278
5.9195,0.234412,-8.8e-05,0.0182,0.198716,0.003689
5.9676,0.244497,-7e-05,0.0552,0.204916,0.013147
6.0176,0.254377,-1.7e-05,0.0833,0.197181,0.009797
6.0725,0.264385,-7.2e-05,0.1631,0.198078,0.027485
6.1214,0.274277,-3.1e-05,0.199,0.194322,0.012331
6.1699,0.286348,-0.000154,0.2278,0.206348,0.008635
6.2179,0.29229,-0.000219,0.2432,0.193659,0.008932
6.2671,0.306127,-0.000376,0.1849,0.195162,-0.014406
6.3178,0.314145,-0.00057,0.1849,0.200375,0.0
6.368,0.324253,-0.000551,0.157,0.20597,-0.009819
6.418,0.33424,-0.000666,0.157,0.199747,0.0
6.473,0.343919,-0.000605,0.0927,0.193435,-0.02244
6.521,0.35391,-0.000769,0.1612,0.19867,0.023784
6.5697,0.366193,-0.000873,0.1963,0.207843,0.010485
6.6166,0.37609,-0.00095,0.1963,0.195966,0.0
6.6689,0.386169,-0.000968,0.1963,0.204572,0.0
6.7161,0.395028,-0.001065,0.2642,0.19362,0.025826
6.7659,0.404325,-0.001104,0.3213,0.206814,0.022242
6.8161,0.414298,-0.001181,0.3714,0.199457,0.017576
6.8725,0.424343,-0.001156,0.3889,0.199979,0.006034
6.9227,0.434367,-0.001151,0.4259,0.193544,0.01258
6.9694,0.442467,-0.001209,0.4259,0.212469,0.0
7.0166,0.456257,-0.001303,0.4362,0.194304,0.002607
7.0662,0.465436,-0.001178,0.3951,0.20399,-0.015924
7.1167,0.47405,-0.001049,0.3951,0.196106,0.0
7.1656,0.48424,-0.001068,0.435,0.203937,0.013958
7.2158,0.494046,-0.001075,0.4415,0.19599,0.002338
7.2728,0.504201,-0.001071,0.4848,0.199075,0.014786
7.3213,0.513811,-0.000936,0.4957,0.211595,0.00431
7.3714,0.526542,-0.000891,0.4335,0.202218,-0.017315
7.4166,0.536482,-0.000886,0.3821,0.195162,-0.017583
7.4669,0.545663,-0.000824,0.2763,0.19832,-0.040002
7.5157,0.554691,-0.000866,0.2763,0.208181,0.0
7.5665,0.56447,-0.000702,0.2112,0.195632,-0.02288
7.616,0.574336,-0.000726,0.2112,0.197285,-0.0
7.6726,0.583994,-0.000725,0.2331,0.204495,0.008155
7.7238,0.594073,-0.000868,0.2933,0.199891,0.020904
7.7707,0.602366,-0.000958,0.3008,0.198536,0.003058
7.8185,0.612633,-0.000938,0.2651,0.203437,-0.01226
7.8667,0.62618,-0.001,0.3345,0.2002,0.017877
7.9161,0.634555,-0.001046,0.3494,0.197148,0.006088
7.9654,0.644651,-0.001098,0.3742,0.198027,0.008372
8.0157,0.654638,-0.001155,0.3805,0.199646,0.002236
8.0736,0.664538,-0.001168,0.415,0.209722,0.012713
8.1202,0.674657,-0.001148,0.4151,0.199303,4.4e-05
8.1697,0.682928,-0.001197,0.4086,0.200248,-0.002868
8.2177,0.692752,-0.001179,0.3735,0.194588,-0.012052
8.2668,0.70648,-0.001179,0.3494,0.201218,-0.006332
8.3168,0.71507,-0.001293,0.3333,0.199578,-0.006685
8.3658,0.725067,-0.001405,0.3195,0.200102,-0.004984
8.4161,0.73521,-0.001446,0.335,0.198727,0.005213
8.4725,0.744967,-0.001361,0.329,0.209744,-0.002522
8.5207,0.754863,-0.001373,0.328,0.195911,-0.00049
8.5693,0.767096,-0.00146,0.3033,0.20678,-0.007412
8.6175,0.773107,-0.001464,0.3045,0.195723,0.000763
8.666,0.787008,-0.001483,0.2019,0.195229,-0.02535
8.7161,0.794945,-0.001633,0.2019,0.198681,0.0
8.7672,0.804647,-0.001657,0.2131,0.197303,0.003755
8.816,0.814954,-0.001673,0.19,0.207094,-0.008032
8.8717,0.824881,-0.0017,0.17,0.198035,-0.007003
8.9199,0.835048,-0.001714,0.1886,0.199494,0.006254
