time,x,y,yaw_deg,vel_lin,vel_ang
0.5621,3e-06,-3e-06,0.0019,0.0,0.0
0.5993,3e-06,-4e-06,0.0021,5e-06,5.8e-05
0.6374,3e-06,-4e-06,0.0021,2e-06,2.6e-05
0.694,3e-06,-4e-06,0.0021,0.0,0.0
0.7412,3e-06,-4e-06,0.0022,2e-06,1.8e-05
0.7894,3e-06,-4e-06,0.0022,1e-06,1.5e-05
0.8345,3e-06,-4e-06,0.0022,0.0,0.0
0.8874,3e-06,-4e-06,0.0023,1e-06,1.3e-05
0.944,3e-06,-4e-06,0.0023,0.0,0.0
0.986,3e-06,-4e-06,0.0023,1e-06,1.2e-05
1.0367,4e-06,-4e-06,0.0023,2e-06,2.5e-05
1.0837,4e-06,-4e-06,0.0023,0.0,0.0
1.1335,4e-06,-4e-06,0.0024,1e-06,1.4e-05
1.1827,4e-06,-4e-06,0.0024,1e-06,1.6e-05
1.2327,4e-06,-4e-06,0.0025,1e-06,1.1e-05
1.2826,4e-06,-4e-06,0.0025,1e-06,1e-05
1.3375,4e-06,-4e-06,0.0025,0.0,5e-06
1.3903,4e-06,-4e-06,0.0025,1e-06,1.2e-05
1.4325,4e-06,-5e-06,0.0026,1e-06,1e-05
1.4866,4e-06,-5e-06,0.0026,1e-06,1e-05
1.5322,4e-06,-5e-06,0.0026,1e-06,1.5e-05
1.5833,4e-06,-5e-06,0.0027,1e-06,1e-05
1.6325,4e-06,-5e-06,0.0027,0.0,6e-06
1.6827,4e-06,-5e-06,0.0027,1e-06,1.4e-05
1.7374,4e-06,-5e-06,0.0027,0.0,5e-06
1.7877,4e-06,-5e-06,0.0028,1e-06,1.6e-05
1.8362,4e-06,-5e-06,0.0028,1e-06,9e-06
1.8827,4e-06,-5e-06,0.0028,1e-06,8e-06
1.9316,4e-06,-5e-06,0.0029,1e-06,1.5e-05
1.9818,4e-06,-5e-06,0.0029,1e-06,1e-05
2.0315,4e-06,-5e-06,0.0029,1e-06,6e-06
2.0827,4e-06,-5e-06,0.0029,1e-06,1e-05
2.1372,4e-06,-5e-06,0.003,1e-06,1.5e-05
2.1871,5e-06,-5e-06,0.003,1e-06,8e-06
2.2335,5e-06,-5e-06,0.003,1e-06,1.2e-05
2.2839,5e-06,-5e-06,0.0031,1e-06,1.2e-05
2.3325,5e-06,-5e-06,0.0031,1e-06,1e-05
2.3827,5e-06,-5e-06,0.0031,0.0,5e-06
2.4323,5e-06,-6e-06,0.0031,1e-06,1.3e-05
2.4839,5e-06,-6e-06,0.0031,0.0,0.0
2.5474,5e-06,-6e-06,0.0032,2e-06,2.5e-05
2.5945,5e-06,-6e-06,0.0032,0.0,0.0
2.6593,5e-06,-6e-06,0.0032,0.0,0.0
2.6899,5e-06,-6e-06,0.0032,0.0,0.0
2.7421,5e-06,-6e-06,0.0032,0.0,0.0
2.7847,5e-06,-6e-06,0.0032,0.0,0.0
2.8321,5e-06,-6e-06,0.0032,0.0,0.0
2.8828,5e-06,-6e-06,0.0032,0.0,0.0
2.9392,5e-06,-6e-06,0.0032,0.0,0.0
2.9869,5e-06,-6e-06,0.0032,0.0,0.0
3.0353,5e-06,-6e-06,0.0032,0.0,0.0
3.0986,5e-06,-6e-06,0.0032,0.0,0.0
3.1376,5e-06,-6e-06,0.0032,0.0,0.0
3.1893,5e-06,-6e-06,0.0032,0.0,0.0
3.238,5e-06,-6e-06,0.0032,0.0,0.0
3.2907,5e-06,-6e-06,0.0032,0.0,0.0
3.339,5e-06,-6e-06,0.0032,0.0,0.0
3.3866,5e-06,-6e-06,0.0032,0.0,0.0
3.4352,5e-06,-6e-06,0.0032,0.0,0.0
3.4847,1e-06,-1e-06,0.0008,-6.1e-05,-0.000705
3.5343,-1e-05,1.2e-05,-0.0066,-0.000224,-0.002594
3.5827,-2e-06,2e-06,-0.0011,0.000163,0.00189
3.6333,-9e-06,1.1e-05,-0.0061,-0.000155,-0.001788
3.6838,-1e-06,1e-06,-0.0005,0.000169,0.00195
3.7394,3e-06,-4e-06,0.0022,9.8e-05,0.001133
3.788,-9e-06,1e-05,-0.0057,-0.000174,-0.00202
3.8347,2e-06,-3e-06,0.0016,0.000218,0.002525
3.8838,-7e-06,8e-06,-0.0045,-0.000314,-0.003634
3.9329,-6e-06,7e-06,-0.0039,1.6e-05,0.00019
3.9836,0.0,-0.0,0.0001,0.000116,0.001345
4.0327,-9e-06,1e-05,-0.0058,-0.000182,-0.002098
4.0873,4e-06,-4e-06,0.0025,0.000248,0.002867
4.1438,-1e-06,2e-06,-0.0009,-0.000128,-0.001481
4.2141,-1e-06,2e-06,-0.0009,0.0,-0.0
4.2348,6e-06,-7e-06,0.004,0.000142,0.001639
4.2845,6e-06,-7e-06,0.004,0.0,-0.0
4.3347,-1e-06,1e-06,-0.0006,-0.000139,-0.001613
4.3864,-6e-06,7e-06,-0.004,-0.000111,-0.001286
4.4351,-6e-06,7e-06,-0.004,0.0,0.0
4.4878,0.002162,7.8e-05,0.033,0.043241,0.01307
4.5378,0.007327,-1.7e-05,0.0632,0.101956,0.01049
4.5881,0.014912,-7.5e-05,0.0705,0.151028,0.002428
4.6348,0.026631,-0.000558,0.101,0.196808,0.008844
