time,x,y,yaw_deg,vel_lin,vel_ang
1.93,-0.297765,0.055237,-86.2088,0.0,0.0
1.9812,-0.297765,0.055237,-86.2088,0.0,0.0
2.0403,-0.297765,0.055237,-86.2088,0.0,0.0
2.0801,-0.297765,0.055237,-86.2088,0.0,0.0
2.1284,-0.297765,0.055237,-86.2088,0.0,0.0
2.1854,-0.297765,0.055237,-86.2088,0.0,0.0
2.233,-0.297765,0.055237,-86.2088,0.0,0.0
2.2844,-0.297765,0.055237,-86.2088,0.0,0.0
2.3328,-0.297765,0.055237,-86.2088,0.0,0.0
2.3805,-0.297765,0.055237,-86.2088,0.0,0.0
2.4285,-0.297765,0.055237,-86.2088,0.0,0.0
2.4791,-0.297765,0.055237,-86.2088,0.0,0.0
2.5283,-0.297765,0.055237,-86.2088,0.0,0.0
2.5805,-0.297765,0.055237,-86.2088,0.0,0.0
2.6331,-0.297765,0.055237,-86.2088,0.0,0.0
2.683,-0.297765,0.055237,-86.2088,0.0,0.0
2.7308,-0.297765,0.055237,-86.2088,0.0,0.0
2.7821,-0.297765,0.055237,-86.2088,0.0,0.0
2.8283,-0.297765,0.055237,-86.2088,0.0,0.0
2.8793,-0.297765,0.055237,-86.2088,0.0,0.0
2.9286,-0.297765,0.055237,-86.2088,0.0,0.0
2.9806,-0.297765,0.055237,-86.2088,0.0,0.0
3.0336,-0.297765,0.055237,-86.2088,0.0,0.0
3.0834,-0.297765,0.055237,-86.2088,0.0,0.0
3.1337,-0.297765,0.055237,-86.2088,0.0,0.0
3.1891,-0.297765,0.055237,-86.2088,0.0,0.0
3.2306,-0.297765,0.055237,-86.2088,0.0,0.0
3.2866,-0.297765,0.055237,-86.2088,0.0,0.0
3.3445,-0.297764,0.055237,-86.2089,-2e-06,-1.5e-05
3.3957,-0.297764,0.055237,-86.2089,0.0,0.0
3.4357,-0.297764,0.055237,-86.2089,0.0,0.0
3.486,-0.297848,0.055116,-86.1455,0.002312,0.02217
3.5325,-0.297391,0.052307,-85.8928,0.056351,0.087622
3.5808,-0.29684,0.044637,-85.9399,0.128343,-0.013657
3.6295,-0.296261,0.035478,-85.963,0.184319,-0.008136
3.6798,-0.295536,0.024989,-86.0306,0.210207,-0.023534
3.7298,-0.295015,0.013724,-86.112,0.220811,-0.027843
3.7869,-0.294448,0.005496,-86.1646,0.211552,-0.023524
3.8336,-0.29373,-0.004442,-86.1118,0.199441,0.01848
3.8834,-0.293002,-0.014345,-86.0891,0.198324,0.007917
3.9326,-0.292263,-0.024243,-86.0891,0.201281,0.0
3.9803,-0.291408,-0.035916,-86.0429,0.194421,0.013386
4.0292,-0.290516,-0.045641,-86.0429,0.192763,-4e-06
4.08,-0.289889,-0.055519,-85.9956,0.198263,0.016453
4.1293,-0.289134,-0.065604,-85.9499,0.198161,0.015574
4.1851,-0.28848,-0.073853,-85.9499,0.213369,0.0
4.2331,-0.287864,-0.084102,-85.9499,0.205247,0.0
4.2852,-0.287033,-0.094072,-85.9499,0.200343,0.0
4.3311,-0.286462,-0.104112,-85.865,0.200762,0.02954
4.3812,-0.285865,-0.112959,-85.829,0.19817,0.013946
4.4325,-0.284909,-0.125535,-85.8291,0.193016,-1e-05
4.4796,-0.284148,-0.135211,-85.8092,0.194716,0.006867
4.5292,-0.283583,-0.144514,-85.6301,0.202545,0.067878
4.5852,-0.282942,-0.153384,-85.6301,0.201672,0.0
4.6343,-0.282083,-0.163538,-85.6331,0.2037,-0.001
4.6854,-0.2814,-0.173373,-85.6331,0.19944,0.0
4.736,-0.280559,-0.183547,-85.7043,0.204609,-0.024941
4.7802,-0.27998,-0.195057,-85.7608,0.190052,-0.016204
4.8305,-0.279169,-0.204808,-85.8697,0.19523,-0.037995
4.8798,-0.2786,-0.214652,-85.8971,0.197069,-0.009574
4.9294,-0.277842,-0.223589,-85.9385,0.194744,-0.015686
4.9868,-0.27723,-0.232351,-85.9385,0.19928,0.0
5.0341,-0.276756,-0.24251,-85.9347,0.20528,0.00137
5.0844,-0.276193,-0.252694,-85.9347,0.204941,0.0
5.1319,-0.275486,-0.262754,-85.956,0.195835,-0.007121
5.1813,-0.274657,-0.274548,-86.0329,0.201906,-0.02293
5.2296,-0.274115,-0.284804,-86.0329,0.203858,0.0
5.2818,-0.273303,-0.294742,-86.0559,0.197717,-0.008137
5.33,-0.272842,-0.30366,-86.121,0.190945,-0.024411
5.3854,-0.272267,-0.312183,-86.1498,0.198294,-0.011624
5.4361,-0.271772,-0.321278,-86.1774,0.18236,-0.00953
5.4844,-0.271109,-0.331383,-86.1774,0.203278,0.0
5.5326,-0.270387,-0.341435,-86.1488,0.199162,0.009828
5.5815,-0.269675,-0.353291,-86.1088,0.201773,0.011948
5.6295,-0.268944,-0.363144,-86.066,0.197558,0.014865
5.6806,-0.268366,-0.373116,-85.9925,0.194068,0.024883
5.7309,-0.267655,-0.382602,-85.9764,0.206461,0.005933
5.7882,-0.267056,-0.390956,-85.9764,0.194752,0.0
5.8357,-0.26637,-0.401023,-85.9539,0.202084,0.007903
5.8858,-0.265675,-0.410926,-85.9265,0.199729,0.009686
