time,x,y,yaw_deg,vel_lin,vel_ang
0.5749,1e-06,-1e-06,0.0007,0.0,6e-06
0.6176,1e-06,-1e-06,0.0007,0.0,-0.0
0.6757,1e-06,-1e-06,0.0007,0.0,-0.0
0.7207,1e-06,-1e-06,0.0007,1e-06,1e-05
0.7647,1e-06,-1e-06,0.0007,0.0,7e-06
0.8066,1e-06,-1e-06,0.0007,0.0,0.0
0.8568,1e-06,-1e-06,0.0007,0.0,7e-06
0.9079,1e-06,-1e-06,0.0007,0.0,7e-06
0.967,1e-06,-1e-06,0.0007,0.0,0.0
1.0103,1e-06,-1e-06,0.0007,0.0,6e-06
1.0592,1e-06,-1e-06,0.0007,0.0,0.0
1.108,1e-06,-1e-06,0.0008,0.0,6e-06
1.1562,1e-06,-1e-06,0.0008,0.0,4e-06
1.2087,1e-06,-1e-06,0.0008,0.0,-0.0
1.2569,1e-06,-1e-06,0.0008,0.0,5e-06
1.3072,1e-06,-1e-06,0.0008,0.0,5e-06
1.362,1e-06,-1e-06,0.0008,0.0,5e-06
1.4111,1e-06,-1e-06,0.0008,0.0,-0.0
1.4612,1e-06,-1e-06,0.0008,0.0,5e-06
1.509,1e-06,-1e-06,0.0008,0.0,5e-06
1.5576,1e-06,-1e-06,0.0008,0.0,-0.0
1.6077,1e-06,-1e-06,0.0008,0.0,5e-06
1.6589,1e-06,-2e-06,0.0009,0.0,4e-06
1.7083,1e-06,-2e-06,0.0009,0.0,-0.0
1.7618,1e-06,-2e-06,0.0009,0.0,5e-06
1.8136,1e-06,-2e-06,0.0009,0.0,-0.0
1.8598,1e-06,-2e-06,0.0009,0.0,5e-06
1.9085,1e-06,-2e-06,0.0009,0.0,4e-06
1.9584,1e-06,-2e-06,0.0009,0.0,-0.0
2.0075,1e-06,-2e-06,0.0009,0.0,4e-06
2.0573,1e-06,-2e-06,0.0009,0.0,4e-06
2.1069,1e-06,-2e-06,0.0009,0.0,-0.0
2.1636,1e-06,-2e-06,0.0009,1e-06,5e-06
2.2109,1e-06,-2e-06,0.0009,0.0,-1e-06
2.2611,1e-06,-2e-06,0.001,0.0,4e-06
2.3087,1e-06,-2e-06,0.001,0.0,3e-06
2.3585,1e-06,-2e-06,0.001,0.0,4e-06
2.4075,1e-06,-2e-06,0.001,0.0,-1e-06
2.4564,2e-06,-2e-06,0.001,0.0,4e-06
2.5096,2e-06,-2e-06,0.001,0.0,-1e-06
2.5676,2e-06,-2e-06,0.001,0.0,-0.0
2.6222,2e-06,-2e-06,0.001,0.0,3e-06
2.6696,2e-06,-2e-06,0.001,0.0,0.0
2.7171,2e-06,-2e-06,0.001,0.0,0.0
2.7637,2e-06,-2e-06,0.001,0.0,0.0
2.8189,2e-06,-2e-06,0.001,0.0,0.0
2.8581,2e-06,-2e-06,0.001,0.0,0.0
2.9063,2e-06,-2e-06,0.001,0.0,0.0
2.9634,2e-06,-2e-06,0.001,0.0,0.0
3.0117,2e-06,-2e-06,0.001,0.0,0.0
3.0642,2e-06,-2e-06,0.001,0.0,0.0
3.107,2e-06,-2e-06,0.001,0.0,0.0
3.1565,2e-06,-2e-06,0.001,0.0,0.0
3.2067,2e-06,-2e-06,0.001,0.0,0.0
3.2562,2e-06,-2e-06,0.001,0.0,0.0
3.3067,2e-06,-2e-06,0.001,0.0,0.0
3.3668,2e-06,-2e-06,0.001,0.0,0.0
